genre,month_year,score
Global,2007-01,5.65
Global,2007-02,6.8
Global,2007-03,7.5
Global,2007-04,7.25
Global,2007-05,7.166666666666667
Global,2007-06,4.8
Global,2007-07,7.4
Global,2007-08,7.575
Global,2007-09,7.6000000000000005
Global,2007-11,7.4
Global,2007-12,8.4
Global,2008-02,8.149999999999999
Global,2008-04,8.15
Global,2008-05,8.0
Global,2008-06,4.9
Global,2008-07,8.3
Global,2008-08,8.15
Global,2008-09,8.5
Global,2008-11,6.5
Global,2009-01,7.8
Global,2009-02,6.2
Global,2009-03,7.5
Global,2009-05,8.0
Global,2009-07,7.833333333333333
Global,2009-08,8.1
Global,2009-09,7.0
Global,2009-10,7.6
Global,2009-11,6.8
Global,2009-12,7.050000000000001
Global,2010-01,7.3
Global,2010-02,7.75
Global,2010-03,8.3
Global,2010-04,7.1
Global,2010-05,6.1
Global,2010-06,6.8999999999999995
