genre,score,pub_date,name,title,year
Rap,5.6,2006-04-25 06:00:09,E-40,My Ghetto Report Card,2006
Rap,6.7,2018-04-14 05:00:00,E-40,Connected and Respected,2018
Rap,6.7,2018-04-14 05:00:00,B-Legit,Connected and Respected,2018
Rap,7.8,2012-11-27 06:00:02,E-40,The History Channel,2012
Rap,7.8,2012-11-27 06:00:02,Too $hort,The History Channel,2012
Rap,7.4,2019-08-03 05:00:00,E-40,Practice Makes Paper,2019
Rap,7.5,2014-01-06 06:00:01,E-40,"The Block Brochure: Welcome To the Soil, Pt. 4, 5, & 6",2014
Rock,6.8,2013-05-03 06:00:04,Wax Idols,Discipline + Desire,2013
Rock,7.6,2015-10-20 06:00:02,Wax Idols,American Tragic,2015
Rock,7.1,2018-05-21 05:00:00,Wax Idols,Happy Ending,2018
Rap,7.4,2018-01-22 06:00:00,Dave East,Paranoia 2,2018
Rap,7.0,2017-08-28 05:00:00,Dave East,Paranoia,2017
Rock,6.1,2009-09-21 06:00:02,The Pastels,Two Sunsets,2009
Electronic,6.1,2009-09-21 06:00:02,The Pastels,Two Sunsets,2009
Rock,6.1,2009-09-21 06:00:02,Tenniscoats,Two Sunsets,2009
Electronic,6.1,2009-09-21 06:00:02,Tenniscoats,Two Sunsets,2009
Rock,7.9,2013-05-28 06:00:01,The Pastels,Slow Summits,2013
Rock,7.4,2005-05-25 06:01:44,Aimee Mann,The Forgotten Arm,2005
Rock,7.6,2002-08-25 05:00:01,Aimee Mann,Lost in Space,2002
Rock,7.8,2017-04-01 05:00:00,Aimee Mann,Mental Illness,2017
Rap,7.3,2018-01-22 06:00:00,Cadence Weapon,Cadence Weapon,2018
Rap,6.0,2012-06-07 06:00:03,Cadence Weapon,Hope in Dirt City,2012
Rap,8.0,2006-05-03 05:00:03,Cadence Weapon,Breaking Kayfabe,2006
Rap,7.0,2008-03-04 06:00:02,Cadence Weapon,Afterparty Babies,2008
Rap,7.8,2005-03-23 06:00:05,Cadence Weapon,Cadence Weapon Is the Black Hand,2005
Jazz,6.3,2002-05-30 05:00:01,"Medeski, Martin and Wood",Uninvisible,2002
Rock,6.3,2002-05-30 05:00:01,"Medeski, Martin and Wood",Uninvisible,2002
Rock,7.8,2003-01-21 06:00:04,The Jim Yoshii Pile-Up,Homemade Drugs,2003
Rock,8.4,2003-07-28 05:00:00,The Jim Yoshii Pile-Up,Insound Tour Support EP,2003
Experimental,8.4,2003-07-28 05:00:00,The Jim Yoshii Pile-Up,Insound Tour Support EP,2003
Rock,8.4,2003-07-28 05:00:00,Xiu Xiu,Insound Tour Support EP,2003
Experimental,8.4,2003-07-28 05:00:00,Xiu Xiu,Insound Tour Support EP,2003
Rock,7.0,2005-09-19 05:00:04,The Jim Yoshii Pile-Up,Picks Us Apart,2005
Rock,8.0,2000-01-31 06:00:04,The Jim Yoshii Pile-Up,Jim Yoshii Pile-Up,2000
Rock,7.5,2002-09-08 05:00:00,Idaho,We Were Young and Needed the Money,2002
Rock,8.3,2001-11-11 06:00:02,Idaho,Levitate,2001
Rock,7.8,2011-08-08 06:00:02,Idaho,You Were a Dick,2011
Electronic,7.5,2014-04-01 06:00:02,Torn Hawk,Through Force of Will,2014
Electronic,7.3,2016-05-19 05:00:00,Torn Hawk,Union and Return,2016
Electronic,7.3,2014-11-12 06:00:04,Torn Hawk,Let's Cry and Do Pushups at the Same Time,2014
Jazz,6.8,2005-03-09 06:00:04,Scorch Trio,Luggumt,2005
Rap,6.8,2021-09-21 04:00:00,Tommy Genesis,Goldilocks X,2021
Rap,7.3,2018-12-01 06:00:00,Tommy Genesis,Tommy Genesis,2018
Rock,8.0,2018-08-28 05:00:00,Matthew “Doc” Dunn,Lightbourn,2018
Folk_and_Country,8.0,2018-08-28 05:00:00,Matthew “Doc” Dunn,Lightbourn,2018
Electronic,7.8,2003-04-01 06:00:03,The In Out,Il Dito and Other Gestures,2003
Rock,7.8,2003-04-01 06:00:03,The In Out,Il Dito and Other Gestures,2003
Folk_and_Country,7.9,2014-09-08 06:00:02,Jennifer Castle,Pink City,2014
Folk_and_Country,7.5,2020-10-27 05:00:00,Jennifer Castle,Monarch Season,2020
Folk_and_Country,7.6,2018-05-22 05:00:00,Jennifer Castle,Angels of Death,2018
Rap,8.0,2021-11-23 05:00:00,dltzk,Frailty,2021
Rap,7.2,2021-03-11 06:00:00,dltzk,Teen Week,2021
Experimental,8.0,2003-08-06 05:00:03,Byard Lancaster,It's Not Up to Us,2003
Jazz,8.0,2003-08-06 05:00:03,Byard Lancaster,It's Not Up to Us,2003
Folk_and_Country,7.3,2013-10-23 06:00:00,Juana Molina,Wed 21,2013
Folk_and_Country,7.5,2008-10-10 06:00:03,Juana Molina,Un Día,2008
Folk_and_Country,7.2,2004-07-22 05:00:03,Juana Molina,Tres Cosas,2004
Folk_and_Country,7.8,2006-06-01 06:00:00,Juana Molina,Son,2006
Folk_and_Country,8.0,2017-05-09 05:00:00,Juana Molina,Halo,2017
Rock,7.2,2021-08-26 04:00:00,Shannon and the Clams,Year of the Spider,2021
Rock,7.1,2013-05-21 06:00:03,Shannon and the Clams,Dreams in the Rat House,2013
Rock,7.7,2011-04-20 06:00:04,Shannon and the Clams,Sleep Talk,2011
Rock,4.9,2008-10-13 05:00:00,Oasis,Dig Out Your Soul,2008
Rock,3.7,2000-11-13 06:00:00,Oasis,The Masterplan,2000
Rock,6.0,2010-06-23 06:00:01,Oasis,Time Flies,2010
Rock,1.2,2002-07-10 05:00:01,Oasis,Heathen Chemistry,2002
Rock,6.5,2006-12-01 06:00:01,Oasis,Stop the Clocks,2006
Rock,4.7,2005-05-31 05:00:02,Oasis,Don't Believe the Truth,2005
Rock,4.3,2007-04-11 06:00:05,Circle,Tower [ft. Verde],2007
Folk_and_Country,7.5,2021-11-26 05:00:00,Circle,Henki,2021
Rock,7.5,2021-11-26 05:00:00,Circle,Henki,2021
Folk_and_Country,7.5,2021-11-26 05:00:00,Richard Dawson,Henki,2021
Rock,7.5,2021-11-26 05:00:00,Richard Dawson,Henki,2021
Rock,6.4,2006-01-05 06:00:04,Circle,Forest,2006
Rock,8.9,2002-03-03 06:00:03,Circle,Andexelt,2002
Rock,7.6,2003-01-15 06:00:02,Circle,Raunio,2003
Experimental,8.3,2018-08-10 05:00:00,Tirzah,Devotion,2018
Experimental,8.5,2021-10-01 04:00:00,Tirzah,Colourgrade,2021
Rock,7.8,2010-01-19 06:00:01,Roy Montgomery,Roy Montgomery/Grouper,2010
Experimental,7.8,2010-01-19 06:00:01,Roy Montgomery,Roy Montgomery/Grouper,2010
Rock,7.8,2010-01-19 06:00:01,Grouper,Roy Montgomery/Grouper,2010
Experimental,7.8,2010-01-19 06:00:01,Grouper,Roy Montgomery/Grouper,2010
Rock,7.6,2018-08-17 05:00:00,Roy Montgomery,Suffuse,2018
Rock,6.2,2013-01-07 06:00:02,Roy Montgomery,Music from the Film Hey Badfinger,2013
Rap,6.7,2016-05-10 05:00:00,Homeboy Sandman,Kindness for Weakness,2016
Rap,6.1,2019-10-23 05:00:00,Homeboy Sandman,Dusty,2019
Rap,7.1,2012-10-08 06:00:02,Homeboy Sandman,First of a Living Breed,2012
Rap,7.7,2016-01-04 06:00:02,Homeboy Sandman,Lice EP,2016
Rap,7.7,2016-01-04 06:00:02,Aesop Rock,Lice EP,2016
Rap,7.3,2014-02-25 06:00:03,Homeboy Sandman,White Sands,2014
Rap,6.8,2018-11-13 06:00:00,Homeboy Sandman,Humble Pi,2018
Rap,6.8,2018-11-13 06:00:00,Edan,Humble Pi,2018
Rap,7.7,2012-02-09 06:00:02,Homeboy Sandman,Subject: Matter,2012
Rap,7.2,2013-08-08 06:00:03,Homeboy Sandman,All That I Hold Dear,2013
Rap,6.6,2021-08-17 04:00:00,Homeboy Sandman,Anjelitu EP,2021
Rock,8.2,2020-10-12 05:00:00,Touché Amoré,Lament,2020
Rock,8.0,2013-10-04 06:00:01,Touché Amoré,Is Survived By,2013
Rock,8.1,2016-09-16 05:00:00,Touché Amoré,Stage Four,2016
Rock,5.3,2006-08-10 06:00:05,Say Hi to Your Mom,Impeccable Blahs,2006
Rock,4.8,2005-06-20 05:00:03,Say Hi to Your Mom,Ferocious Mopes,2005
Metal,6.7,2012-06-12 06:00:02,Melvins,Freak Puke,2012
Rock,6.7,2012-06-12 06:00:02,Melvins,Freak Puke,2012
Metal,6.5,2013-05-02 06:00:02,Melvins,Everybody Loves Sausages,2013
Rock,6.5,2013-05-02 06:00:02,Melvins,Everybody Loves Sausages,2013
Metal,5.3,2005-08-02 06:00:04,Melvins,Mangled Demos From 1983,2005
Rock,5.3,2005-08-02 06:00:04,Melvins,Mangled Demos From 1983,2005
Metal,5.6,2002-09-17 05:00:03,Melvins,Hostile Ambient Takeover,2002
Rock,5.6,2002-09-17 05:00:03,Melvins,Hostile Ambient Takeover,2002
Metal,7.0,2008-07-10 05:00:01,Melvins,Nude With Boots,2008
Rock,7.0,2008-07-10 05:00:01,Melvins,Nude With Boots,2008
Metal,5.7,2006-06-13 06:00:05,Melvins,Houdini Live 2005: A Live History of Gluttony and Lust,2006
Rock,5.7,2006-06-13 06:00:05,Melvins,Houdini Live 2005: A Live History of Gluttony and Lust,2006
Metal,7.3,2004-10-21 06:00:05,Melvins,Never Breathe What You Can't See,2004
Rock,7.3,2004-10-21 06:00:05,Melvins,Never Breathe What You Can't See,2004
Metal,7.3,2004-10-21 06:00:05,Jello Biafra,Never Breathe What You Can't See,2004
Rock,7.3,2004-10-21 06:00:05,Jello Biafra,Never Breathe What You Can't See,2004
Metal,7.8,2009-10-07 06:00:04,Melvins,Chicken Switch,2009
Rock,7.8,2009-10-07 06:00:04,Melvins,Chicken Switch,2009
Metal,6.1,2014-10-17 06:00:04,Melvins,Hold It In,2014
Rock,6.1,2014-10-17 06:00:04,Melvins,Hold It In,2014
Metal,7.3,2006-12-12 06:00:05,Melvins,(A) Senile Animal,2006
Rock,7.3,2006-12-12 06:00:05,Melvins,(A) Senile Animal,2006
Metal,5.5,2016-06-06 05:00:00,Melvins,Basses Loaded,2016
Rock,5.5,2016-06-06 05:00:00,Melvins,Basses Loaded,2016
Metal,5.2,2010-06-04 06:00:03,Melvins,The Bride Screamed Murder,2010
Rock,5.2,2010-06-04 06:00:03,Melvins,The Bride Screamed Murder,2010
Metal,6.0,2010-08-17 06:00:01,Melvins,Melvins/Isis,2010
Rock,6.0,2010-08-17 06:00:01,Melvins,Melvins/Isis,2010
Metal,6.0,2010-08-17 06:00:01,Isis,Melvins/Isis,2010
Rock,6.0,2010-08-17 06:00:01,Isis,Melvins/Isis,2010
Experimental,7.7,2014-03-11 06:00:01,Sun Araw,Belomancie,2014
Experimental,7.0,2012-09-17 06:00:02,Sun Araw,The Inner Treaty,2012
Experimental,6.8,2016-06-16 05:00:00,Sun Araw,Professional Sunflow,2016
Experimental,6.8,2016-06-16 05:00:00,Laraaji,Professional Sunflow,2016
Experimental,7.3,2020-04-11 05:00:00,Sun Araw,Rock Sutra,2020
Experimental,7.9,2011-08-31 06:00:04,Sun Araw,Ancient Romans,2011
Experimental,8.1,2010-07-26 06:00:01,Sun Araw,On Patrol,2010
Electronic,5.8,2013-01-11 06:00:01,Sun Araw,Icon Give Life,2013
Global,5.8,2013-01-11 06:00:01,Sun Araw,Icon Give Life,2013
Experimental,5.8,2013-01-11 06:00:01,Sun Araw,Icon Give Life,2013
Electronic,5.8,2013-01-11 06:00:01,M. Geddes Gengras,Icon Give Life,2013
Global,5.8,2013-01-11 06:00:01,M. Geddes Gengras,Icon Give Life,2013
Experimental,5.8,2013-01-11 06:00:01,M. Geddes Gengras,Icon Give Life,2013
Electronic,5.8,2013-01-11 06:00:01,The Congos,Icon Give Life,2013
Global,5.8,2013-01-11 06:00:01,The Congos,Icon Give Life,2013
Experimental,5.8,2013-01-11 06:00:01,The Congos,Icon Give Life,2013
Electronic,8.1,2012-04-18 06:00:00,Sun Araw,Icon Give Thank,2012
Global,8.1,2012-04-18 06:00:00,Sun Araw,Icon Give Thank,2012
Experimental,8.1,2012-04-18 06:00:00,Sun Araw,Icon Give Thank,2012
Electronic,8.1,2012-04-18 06:00:00,M. Geddes Gengras,Icon Give Thank,2012
Global,8.1,2012-04-18 06:00:00,M. Geddes Gengras,Icon Give Thank,2012
Experimental,8.1,2012-04-18 06:00:00,M. Geddes Gengras,Icon Give Thank,2012
Electronic,8.1,2012-04-18 06:00:00,The Congos,Icon Give Thank,2012
Global,8.1,2012-04-18 06:00:00,The Congos,Icon Give Thank,2012
Experimental,8.1,2012-04-18 06:00:00,The Congos,Icon Give Thank,2012
Rock,7.0,2011-07-26 06:00:03,Sun Araw,Night Gallery,2011
Experimental,7.0,2011-07-26 06:00:03,Sun Araw,Night Gallery,2011
Rock,7.0,2011-07-26 06:00:03,Eternal Tapestry,Night Gallery,2011
Experimental,7.0,2011-07-26 06:00:03,Eternal Tapestry,Night Gallery,2011
Experimental,7.7,2010-11-24 06:00:03,Sun Araw,Off Duty EP,2010
Metal,6.4,2004-09-15 06:00:05,Minus the Bear,They Make Beer Commercials Like This EP,2004
Rock,6.4,2004-09-15 06:00:05,Minus the Bear,They Make Beer Commercials Like This EP,2004
Metal,3.5,2010-05-04 06:00:01,Minus the Bear,Omni,2010
Rock,3.5,2010-05-04 06:00:01,Minus the Bear,Omni,2010
Metal,8.6,2001-12-16 06:00:00,Minus the Bear,This Is What I Know About Being Gigantic EP,2001
Rock,8.6,2001-12-16 06:00:00,Minus the Bear,This Is What I Know About Being Gigantic EP,2001
Metal,5.4,2003-02-11 06:00:02,Minus the Bear,Highly Refined Pirates,2003
Rock,5.4,2003-02-11 06:00:02,Minus the Bear,Highly Refined Pirates,2003
Metal,5.2,2008-12-04 06:00:03,Minus the Bear,Acoustics EP,2008
Rock,5.2,2008-12-04 06:00:03,Minus the Bear,Acoustics EP,2008
Metal,7.1,2005-08-23 06:00:03,Minus the Bear,Menos el Oso,2005
Rock,7.1,2005-08-23 06:00:03,Minus the Bear,Menos el Oso,2005
Metal,7.2,2007-08-17 06:00:02,Minus the Bear,Planet of Ice,2007
Rock,7.2,2007-08-17 06:00:02,Minus the Bear,Planet of Ice,2007
Electronic,7.5,2004-02-02 06:00:00,Zoot Woman,Zoot Woman,2004
Rock,7.5,2004-02-02 06:00:00,Zoot Woman,Zoot Woman,2004
Rock,7.2,2014-04-04 06:00:03,White Hinterland,Baby,2014
Rock,5.8,2008-03-25 06:00:05,White Hinterland,Phylactery Factory,2008
Rock,6.9,2009-01-22 06:00:02,White Hinterland,Luniculaire EP,2009
Rock,7.5,2010-03-11 06:00:02,White Hinterland,Kairos,2010
Rock,6.0,2007-05-02 06:00:05,PANTHERS,The Trick,2007
Rock,0.7,2002-06-17 05:00:02,PANTHERS,Are You Down?,2002
Rock,7.9,2003-04-30 05:00:01,PANTHERS,Let's Get Serious EP,2003
Rock,6.2,2004-09-26 06:00:05,PANTHERS,Things Are Strange,2004
Pop_and_RnB,6.8,2016-02-02 06:00:01,Majid Jordan,Majid Jordan,2016
Pop_and_RnB,7.4,2017-11-01 05:00:00,Majid Jordan,The Space Between,2017
Metal,8.2,2016-05-06 05:00:00,Vektor,Terminal Redux,2016
Rap,7.4,2017-01-02 06:00:00,Smoke DZA,Don’t Smoke Rock,2017
Rap,7.4,2017-01-02 06:00:00,Pete Rock,Don’t Smoke Rock,2017
Rap,7.3,2018-04-26 05:00:00,Smoke DZA,Not for Sale,2018
Rap,6.2,2014-03-26 06:00:02,Smoke DZA,Dream.Zone.Achieve,2014
Rap,6.9,2016-03-08 06:00:02,Smoke DZA,He Has Risen,2016
Rap,8.2,2003-12-07 06:00:02,Pete Rock,Lost and Found: Hip-Hop Underground Soul Classics,2003
Rap,7.0,2015-06-25 06:00:02,Pete Rock,PeteStrumentals 2,2015
Rap,6.8,2008-04-23 06:00:04,Pete Rock,NY's Finest,2008
Rap,6.8,2005-01-20 06:00:04,Pete Rock,The Surviving Elements: From the Soul Survivor II Sessions,2005
Rap,6.8,2013-08-08 06:00:02,Pete Rock,80 Blocks From Tiffany's Pt. II,2013
Metal,6.8,2013-08-08 06:00:02,Pete Rock,80 Blocks From Tiffany's Pt. II,2013
Pop_and_RnB,6.8,2013-08-08 06:00:02,Pete Rock,80 Blocks From Tiffany's Pt. II,2013
Rap,6.8,2013-08-08 06:00:02,Camp Lo,80 Blocks From Tiffany's Pt. II,2013
Metal,6.8,2013-08-08 06:00:02,Camp Lo,80 Blocks From Tiffany's Pt. II,2013
Pop_and_RnB,6.8,2013-08-08 06:00:02,Camp Lo,80 Blocks From Tiffany's Pt. II,2013
Rap,1.6,2011-12-02 06:00:01,Childish Gambino,Camp,2011
Rap,6.0,2020-03-26 05:00:00,Childish Gambino,3.15.20,2020
Rap,5.8,2013-12-12 06:00:00,Childish Gambino,Because the Internet,2013
Rap,7.2,2016-12-06 06:00:00,Childish Gambino,"“Awaken, My Love!”",2016
Pop_and_RnB,7.2,2011-06-22 06:00:02,BOBBY,BOBBY,2011
Electronic,7.1,2011-11-30 06:00:03,Maria Minerva,Sacred & Profane Love EP,2011
Electronic,6.8,2011-09-29 06:00:02,Maria Minerva,Cabaret Cixous,2011
Electronic,6.8,2014-05-07 06:00:04,Maria Minerva,Histrionic,2014
Electronic,7.7,2019-02-19 06:00:00,Maria Minerva,Cherushii & Maria Minerva,2019
Electronic,7.7,2019-02-19 06:00:00,Cherushii,Cherushii & Maria Minerva,2019
Electronic,6.9,2012-09-05 06:00:04,Maria Minerva,Will Happiness Find Me?,2012
Rock,8.2,2016-12-23 06:00:00,Jay Som,Turn Into,2016
Rock,7.3,2019-08-28 05:00:00,Jay Som,Anak Ko,2019
Rock,8.6,2017-03-10 06:00:00,Jay Som,Everybody Works,2017
Rock,5.8,2007-10-24 05:00:04,Deer Tick,War Elephant,2007
Rock,3.9,2011-10-27 06:00:03,Deer Tick,Divine Providence,2011
Rock,5.3,2009-06-22 06:00:03,Deer Tick,Born on Flag Day,2009
Rock,5.6,2010-06-04 06:00:04,Deer Tick,The Black Dirt Sessions,2010
Metal,7.5,2009-12-10 06:00:04,Doomriders,Darkness Come Alive,2009
Metal,5.8,2013-10-24 06:00:06,Doomriders,Grand Blood,2013
Pop_and_RnB,7.3,2017-01-28 06:00:00,Delicate Steve,This Is Steve,2017
Pop_and_RnB,7.6,2012-08-29 06:00:03,Delicate Steve,Positive Force,2012
Electronic,7.2,2015-11-19 06:00:03,Andrew Hung,Rave Cave 2 EP,2015
Electronic,7.0,2015-03-31 06:00:03,Andrew Hung,Rave Cave EP,2015
Folk_and_Country,3.5,2007-02-19 06:00:00,Lucinda Williams,West,2007
Folk_and_Country,8.0,2016-02-01 06:00:01,Lucinda Williams,The Ghosts of Highway 20,2016
Folk_and_Country,7.3,2005-05-11 05:00:03,Lucinda Williams,Live @ the Fillmore,2005
Folk_and_Country,5.7,2008-10-17 06:00:02,Lucinda Williams,Little Honey,2008
Folk_and_Country,8.0,2020-04-28 05:00:00,Lucinda Williams,Good Souls Better Angels,2020
Folk_and_Country,5.4,2011-03-16 06:00:02,Lucinda Williams,Blessed,2011
Electronic,8.7,2017-02-20 06:00:00,Visible Cloaks,Reassemblage,2017
Electronic,7.1,2017-12-09 06:00:00,Visible Cloaks,Lex,2017
Rock,7.5,2008-09-08 06:00:03,Kimya Dawson,Alphabutt,2008
Rock,6.5,2004-10-07 06:00:05,Kimya Dawson,Hidden Vagenda,2004
Rock,6.8,2006-05-11 06:00:08,Kimya Dawson,Remember That I Love You,2006
Pop_and_RnB,7.7,2014-08-29 06:00:00,Ariana Grande,My Everything,2014
Pop_and_RnB,6.5,2013-09-23 06:00:02,Ariana Grande,Yours Truly,2013
Pop_and_RnB,7.9,2019-02-11 06:00:00,Ariana Grande,"thank u, next",2019
Pop_and_RnB,7.4,2020-11-02 06:00:00,Ariana Grande,Positions,2020
Pop_and_RnB,7.6,2016-05-25 05:00:00,Ariana Grande,Dangerous Woman,2016
Pop_and_RnB,7.4,2020-01-07 06:00:00,Ariana Grande,k bye for now (swt live),2020
Pop_and_RnB,8.1,2018-08-21 05:00:00,Ariana Grande,Sweetener,2018
Rap,6.7,2017-12-07 06:00:00,Mick Jenkins,Or More; the Anxious,2017
Rap,7.6,2016-09-28 05:00:00,Mick Jenkins,The Healing Component,2016
Rap,7.8,2014-08-29 06:00:02,Mick Jenkins,The Water(s),2014
Rap,7.2,2021-11-09 05:00:00,Mick Jenkins,Elephant in the Room,2021
Rap,6.7,2020-01-16 06:00:00,Mick Jenkins,The Circus EP,2020
Rap,7.6,2018-10-30 05:00:00,Mick Jenkins,Pieces of a Man,2018
Rap,7.6,2015-08-21 06:00:01,Mick Jenkins,Wave[s],2015
Rock,6.6,2006-10-18 06:00:04,Joseph Arthur,Nuclear Daydream,2006
Rock,7.8,2004-10-10 06:00:04,Joseph Arthur,Our Shadows Will Remain,2004
Rock,3.4,2007-05-04 06:00:05,Joseph Arthur,Let's Just Be,2007
Rock,7.4,2000-04-11 05:00:01,Joseph Arthur,Come to Where I'm From,2000
Experimental,6.7,2014-03-27 06:00:02,The Bad Plus,The Rite of Spring,2014
Jazz,6.7,2014-03-27 06:00:02,The Bad Plus,The Rite of Spring,2014
Experimental,5.6,2004-03-24 06:00:02,The Bad Plus,Give,2004
Jazz,5.6,2004-03-24 06:00:02,The Bad Plus,Give,2004
Experimental,7.0,2003-09-14 05:00:00,The Bad Plus,These Are the Vistas,2003
Jazz,7.0,2003-09-14 05:00:00,The Bad Plus,These Are the Vistas,2003
Rock,8.0,2021-10-28 04:00:00,Nick Cave & the Bad Seeds,B-Sides & Rarities (Part II),2021
Rock,8.8,2019-10-09 05:00:00,Nick Cave & the Bad Seeds,Ghosteen,2019
Rock,7.5,2007-04-03 05:00:01,Nick Cave & the Bad Seeds,The Abbatoir Blues Tour,2007
Rock,8.1,2017-05-13 05:00:00,Nick Cave & the Bad Seeds,Lovely Creatures: The Best of Nick Cave & The Bad Seeds 1984-2014,2017
Rock,8.4,2008-04-07 06:00:01,Nick Cave & the Bad Seeds,Dig!!! Lazarus Dig!!!,2008
Rock,8.0,2013-02-15 06:00:00,Nick Cave & the Bad Seeds,Push the Sky Away,2013
Rock,7.0,2003-02-12 06:00:01,Nick Cave & the Bad Seeds,Nocturama,2003
Rock,7.8,2013-12-02 06:00:00,Nick Cave & the Bad Seeds,Live From KCRW,2013
Rock,7.8,2005-03-21 06:00:02,Nick Cave & the Bad Seeds,B-Sides and Rarities,2005
Rock,9.0,2016-09-14 05:00:00,Nick Cave & the Bad Seeds,Skeleton Tree,2016
Experimental,7.9,2004-07-13 06:00:03,Blackout Beach,Light Flows the Putrid Dawn,2004
Experimental,7.3,2011-11-14 06:00:02,Blackout Beach,Fuck Death,2011
Experimental,7.7,2009-01-28 06:00:02,Blackout Beach,Skin of Evil,2009
Experimental,6.1,2013-04-23 06:00:03,Blackout Beach,Blues Trip,2013
Folk_and_Country,7.2,2010-11-10 06:00:04,The Black Twig Pickers,Ironto Special,2010
Rock,5.3,2020-03-31 05:00:00,Margaret Glaspy,Devotion,2020
Rock,7.7,2016-06-10 05:00:00,Margaret Glaspy,Emotions and Math,2016
Electronic,5.4,2012-09-25 06:00:01,Pet Shop Boys,Elysium,2012
Electronic,3.2,1999-11-02 06:00:00,Pet Shop Boys,Nightlife,1999
Electronic,6.1,2020-01-30 06:00:00,Pet Shop Boys,Hotspot,2020
Electronic,7.0,2013-07-23 06:00:01,Pet Shop Boys,Electric,2013
Electronic,8.1,2006-10-06 06:00:02,Pet Shop Boys,PopArt: The Hits,2006
Electronic,4.9,2009-04-23 06:00:01,Pet Shop Boys,Yes,2009
Electronic,8.1,2021-05-17 04:00:00,Pet Shop Boys,Discovery: Live in Rio 1994,2021
Electronic,6.9,2016-04-04 05:00:00,Pet Shop Boys,Super,2016
Electronic,6.5,2006-05-30 06:00:02,Pet Shop Boys,Fundamental,2006
Rap,8.1,2017-08-30 05:00:00,Wiki,No Mountains in Manhattan,2017
Rap,7.4,2019-11-16 06:00:00,Wiki,OOFIE,2019
Rap,8.5,2021-10-05 04:00:00,Wiki,Half God,2021
Rap,6.9,2021-05-19 04:00:00,Wiki,Telephonebooth,2021
Rap,6.9,2021-05-19 04:00:00,NAH,Telephonebooth,2021
Rap,7.6,2015-12-11 06:00:01,Wiki,Lil Me,2015
Rap,6.8,2019-03-13 05:00:00,Juice WRLD,Death Race for Love,2019
Rap,6.3,2018-10-25 05:00:00,Juice WRLD,WRLD on Drugs,2018
Rap,6.3,2018-10-25 05:00:00,Future,WRLD on Drugs,2018
Rap,6.4,2018-06-01 05:00:00,Juice WRLD,Goodbye & Good Riddance,2018
Rap,7.1,2020-07-16 05:00:00,Juice WRLD,Legends Never Die,2020
Rock,5.8,2011-07-28 06:00:01,Philip Selway,Running Blind EP,2011
Rock,4.9,2010-08-27 06:00:00,Philip Selway,Familial,2010
Rock,3.9,2006-06-09 05:00:04,Rose Melberg,Cast Away the Clouds,2006
Rap,4.5,2009-09-14 06:00:00,JAY-Z,The Blueprint 3,2009
Rap,8.0,2003-11-16 06:00:01,JAY-Z,The Black Album,2003
Rap,6.7,2004-10-27 06:00:01,JAY-Z,Unfinished Business,2004
Pop_and_RnB,6.7,2004-10-27 06:00:01,JAY-Z,Unfinished Business,2004
Rap,6.7,2004-10-27 06:00:01,R. Kelly,Unfinished Business,2004
Pop_and_RnB,6.7,2004-10-27 06:00:01,R. Kelly,Unfinished Business,2004
Rap,5.0,2006-11-20 06:00:02,JAY-Z,Kingdom Come,2006
Rap,8.4,2017-07-05 05:00:00,JAY-Z,4:44,2017
Rap,8.5,2011-08-11 06:00:00,JAY-Z,Watch the Throne,2011
Rap,8.5,2011-08-11 06:00:00,Kanye West,Watch the Throne,2011
Pop_and_RnB,8.2,2018-06-19 05:00:00,JAY-Z,Everything Is Love,2018
Rap,8.2,2018-06-19 05:00:00,JAY-Z,Everything Is Love,2018
Pop_and_RnB,8.2,2018-06-19 05:00:00,Beyoncé,Everything Is Love,2018
Rap,8.2,2018-06-19 05:00:00,Beyoncé,Everything Is Love,2018
Rap,5.8,2013-07-08 06:00:00,JAY-Z,Magna Carta Holy Grail,2013
Rap,8.7,2001-11-06 06:00:01,JAY-Z,The Blueprint,2001
Rap,7.5,2010-11-23 06:00:00,JAY-Z,"The Hits Collection, Vol. One",2010
Rap,8.6,2007-11-08 06:00:01,JAY-Z,American Gangster,2007
Electronic,6.0,2006-08-21 06:00:02,Ratatat,Classics,2006
Electronic,8.4,2004-04-27 05:00:01,Ratatat,Ratatat,2004
Electronic,5.0,2015-07-16 06:00:00,Ratatat,Magnifique,2015
Electronic,7.0,2004-07-26 06:00:00,Ratatat,Remixes,2004
Electronic,7.2,2008-07-08 06:00:01,Ratatat,LP3,2008
Electronic,5.2,2010-06-08 06:00:00,Ratatat,LP4,2010
Electronic,8.0,2016-07-28 05:00:00,Tristan Perich,Noise Patterns,2016
Rap,7.5,2013-03-19 06:00:02,Deniro Farrar,The Patriarch,2013
Rock,8.0,2016-05-04 05:00:00,King Gizzard & The Lizard Wizard,Nonagon Infinity,2016
Rock,7.7,2018-01-15 06:00:00,King Gizzard & The Lizard Wizard,Gumboot Soup,2018
Rock,7.2,2017-12-01 06:00:00,King Gizzard & The Lizard Wizard,Polygondwanaland,2017
Rock,7.5,2021-06-11 04:00:00,King Gizzard & The Lizard Wizard,Butterfly 3000,2021
Rock,7.0,2014-12-05 06:00:03,King Gizzard & The Lizard Wizard,I'm in Your Mind Fuzz,2014
Rock,7.4,2017-02-25 06:00:00,King Gizzard & The Lizard Wizard,Flying Microtonal Banana,2017
Rock,8.0,2017-06-29 05:00:00,King Gizzard & The Lizard Wizard,Murder of the Universe,2017
